Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   8   RS vRAY   L(79-99)  0  1  1928   8  20   8  18   0   2   2   2   2   2   6  11   2   7  5 10 15   0  2  1  18  14  10 -15  65  80   24    3   1   1   1   0  A
  16   RS vHAR  W(101-85)  0  1  1582   7  18   6  16   1   2   3   4   1   1   5  10   1   6  4  6 10   2  2  2  18  11   4   9  68  59   26    6   2   0   1   1  A
  22   RS @HAR   L(92-99)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
  24   RS vRAY W(118-114)  1  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
  27   RS @WIL  L(79-113)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
  32   RS vWIL  L(91-108)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  I
  39   RS @QUE   L(88-97)  0  1  1081   4  12   4  11   0   1   0   0   0   1   4   7   0   4  2  6  8   1  1  0   8   8   0 -17  31  48   15    3   1   0   0   0  A
  40   RS vBRE   W(92-84)  0  1  1800   8  19   8  17   0   2   1   2   1   1   6   7   2  10  1  6  7   1  1  1  17  13   2  19  77  58   23    3   1   0   1   0  A
  42   RS @LAT   W(98-75)  0  1   600   2   6   2   6   0   0   0   2   0   0   1   3   1   3  1  3  4   2  0  1   4   2   0 -11  14  25   12    5   0   0   1   0  A
  48   RS vHAR  W(114-95)  0  0   404   1   4   1   4   0   0   0   0   0   0   0   2   1   2  1  1  2   0  0  0   2   0   2  -6  17  23    6    2   0   0   0   0  A
