Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   1   RS @CRO  L(97-105)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
   3   RS @WIL   L(74-93)  0  0  1327   3   8   3   4   0   4   0   0   0   0   3   4   0   0  1  1  2   0  2  0   6   6   0 -16  36  52    9    1   2   0   0   0  A
   5   RS vCRO   W(94-70)  0  0   919   3  10   3  10   0   0   2   2   0   0   2   8   1   2  2  5  7   0  1  1   8   6   2  -8  20  28   12    1   1   0   1   0  A
   7   RS @QUE  L(96-102)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  13   RS vWIL  W(111-99)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  17   RS @CRO W(105-100)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  19   RS @WIL W(108-107)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  21   RS vQUE  L(97-106)  0  0   851   2   3   2   3   0   0   2   2   0   0   0   1   2   2  1  2  3   0  1  1   6   2   2  -8  32  40    7    3   0   1   1   0  A
