Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   3   RS vBRE   W(93-74)  0  0   252   0   0   0   0   0   0   0   0   0   0   0   0   0   0  1  3  4   1  0  0   0   0   0   1   8   7    4    4   0   0   0   0  A
  11   RS vCRO  W(110-95)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  13   RS @BRE  L(99-111)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  15   RS @QUE  W(101-89)  0  0   179   0   1   0   1   0   0   1   2   0   0   0   0   0   1  1  0  1   0  0  1   1   0   0  -3   7  10    4    2   0   0   0   1  A
  19   RS vBRE L(107-108)  0  0    30   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  3  0   0   0   0   7  12   5    0    0   0   3   0   0  A
  27   RS vKEN  W(113-79)  0  0   579   1   4   0   2   1   2   2   2   0   0   0   1   0   1  1  2  3   1  1  1   5   2   0  -4  22  26    9    4   0   1   1   0  A
  32   RS @KEN  W(108-91)  0  0   340   3   6   1   2   2   4   0   0   0   0   0   1   1   1  0  0  0   0  1  0   8   0   2  -1  12  13    9    3   0   1   0   0  A
  35   RS vRAY   W(95-70)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  36   RS @RAY  L(94-111)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  41   RS @CRO   L(74-77)  0  0  1066   4  10   1   6   3   4   1   2   0   1   1   3   0   3  4  2  6   4  0  1  12   2   2   7  38  31   21   10   0   0   0   1  A
  43   RS vCRO L(101-111)  0  1  2400   8  17   8  12   0   5   8  11   1   1   7   9   1   3  1  6  7  20  3  5  24  14   2 -10 101 111   57   35   0   3   0   5  A
  45   RS @BRE   W(82-81)  0  1  1348   1  11   1   6   0   5   1   2   0   0   0   4   1   2  0  0  0   6  0  1   3   0   0  -5  44  49   26   14   0   0   0   1  A
  49   RS @CRO   L(84-85)  0  0   131   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   1  0  0   0   0   0  -3   5   8    2    2   0   0   0   0  A
