Year Team Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
  11  BRE    7   RS vBRE  W(102-96)  0  1  2400   8  15   5  11   3   4   0   0   1   2   2   3   3   8  2  3  5  14  0  0  19   4   6   6 102  96   48   33   0   0   0   0  A
  11  CRO    9   RS @CRO   L(81-82)  0  1  2400   7  13   5   9   2   4   2   2   0   0   2   3   3   6  1  2  3  15  2  1  18   4   0  -1  81  82   54   40   2   0   0   1  A
  11  WIL   15   RS vWIL  L(89-101)  0  1   600   0   4   0   2   0   2   0   0   0   0   0   1   0   1  1  0  1   2  0  0   0   0   0  -8  14  22   11    7   0   0   0   0  A
  11  BRE   21   RS @BRE  W(106-97)  0  1  2182   2  11   2   8   0   3   2   2   0   0   0   1   2   7  1  0  1  21  3  1   6   0   0   0  90  90   46   34   2   1   0   1  A
  11  CRO   23   RS vCRO L(119-120)  1  1  2700  11  19   8  12   3   7   0   0   0   1   1   4   7   8  2  2  4  22  1  0  25   2   0  -1 119 120   66   47   0   1   0   0  A
  11  LAT   26   RS @LAT  L(96-105)  0  1   931   2   7   1   6   1   1   2   2   0   1   0   1   1   5  1  0  1   4  1  1   7   0   0 -23  29  52   22   14   0   1   0   1  A
  11  RAY   28   RS @RAY  L(97-119)  0  1  1494   5  14   3   8   2   6   2   2   0   0   2   3   1   5  1  0  1  12  2  1  14   4   0 -10  69  79   37   22   0   2   0   1  A
  11  HAR   31   RS vHAR   L(90-96)  0  1  2400   7  18   4  11   3   7   3   3   0   0   0   0   4  11  2  3  5  19  3  1  20   0   5  -6  90  96   63   44   2   1   0   1  A
  11  HAR   38   RS @HAR  L(83-105)  0  1  1200   2   7   2   6   0   1   2   2   0   0   1   1   1   5  0  1  1   6  0  1   6   2   2 -16  43  59   23   15   0   0   0   1  A
  11  KEN   39   RS vKEN   W(97-88)  0  1  2400   6  15   5   9   1   6   1   2   0   0   1   3   4   6  1  1  2  22  1  1  14   3   3   9  97  88   52   36   0   1   1   0  A
  11  BRE   47   RS vBRE   L(86-94)  0  1  2400   3   9   2   8   1   1   0   0   0   0   1   3   1   5  1  1  2  18  1  0   7   2   0  -8  86  94   44   35   0   1   0   0  A
