Team FGM FGA FG% 2PM 2PA 2P% 3PM 3PA 3P% FTM FTA FT% OReb DReb TReb Assists Fouls Points Opp FGM FGA FG% 2PM 2PA 2P% 3PM 3PA 3P% FTM FTA FT% OReb DReb TReb Assists Fouls Points
Wilson 1031 2323 44.4 853 1764 48.4 178 559 31.8 414 527 78.6 375 907 1282 523 289 2654 -- 1037 2165 47.9 813 1571 51.8 224 594 37.7 503 636 79.1 301 951 1252 570 235 2801
Rays 1042 2346 44.4 817 1699 48.1 225 647 34.8 370 487 76.0 382 867 1249 610 314 2679 -- 1074 2205 48.7 825 1536 53.7 249 669 37.2 541 693 78.1 330 969 1299 584 216 2938
Hartford 1053 2238 47.1 820 1598 51.3 233 640 36.4 510 621 82.1 317 926 1243 502 234 2849 -- 1086 2299 47.2 849 1694 50.1 237 605 39.2 406 525 77.3 339 921 1260 596 277 2815
Queens 1055 2220 47.5 787 1561 50.4 268 659 40.7 490 617 79.4 290 956 1246 612 236 2868 -- 1045 2319 45.1 833 1667 50.0 212 652 32.5 415 507 81.9 362 936 1298 560 265 2717
Cromwell 1070 2299 46.5 832 1603 51.9 238 696 34.2 493 592 83.3 356 943 1299 520 236 2871 -- 1091 2302 47.4 847 1688 50.2 244 614 39.7 422 544 77.6 329 916 1245 606 271 2848
Latymer 1128 2252 50.1 949 1763 53.8 179 489 36.6 426 564 75.5 392 896 1288 561 253 2861 -- 1047 2202 47.5 813 1590 51.1 234 612 38.2 453 590 76.8 308 809 1117 609 265 2781
Breton 1102 2207 49.9 885 1685 52.5 217 522 41.6 430 581 74.0 289 930 1219 698 236 2851 -- 1070 2338 45.8 842 1714 49.1 228 624 36.5 423 529 80.0 385 893 1278 563 269 2791
Kendal 1027 2205 46.6 745 1504 49.5 282 701 40.2 465 596 78.0 315 897 1212 628 260 2801 -- 1058 2260 46.8 866 1717 50.4 192 543 35.4 435 561 77.5 362 927 1289 566 260 2743
