Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   2   RS vRAY  W(107-99)  0  1  2381   4  12   3   8   1   4   3   4   1   1   2   3   1   5  2  2  4   1  0  2  12   4   2   4 103  99   18    4   0   0   0   2  A
   4   RS @RAY  L(95-114)  0  1  2289   6  11   4   9   2   2   0   0   0   0   2   2   2   7  0  4  4   1  2  0  14   4   2 -17  91 108   15    4   0   2   0   0  A
   6   RS @HAR   L(65-96)  0  1  1519   3  10   2   7   1   3   0   0   0   2   0   2   2   5  2  4  6   2  2  0   7   0   0 -27  38  65   15    5   1   1   0   0  A
  10   RS vHAR   L(86-90)  0  1  1091   5  17   4  10   1   7   0   0   1   1   3   6   1   4  1  2  3   0  0  0  11   6   4  -8  37  45   17    0   0   0   0   0  A
  12   RS @RAY  W(107-77)  0  0  1614   6  11   6  11   0   0   0   2   0   0   2   4   4   7  2  2  4   2  0  1  12   4   2  24  72  48   15    3   0   0   1   0  A
  18   RS vHAR   W(91-88)  0  0   327   0   1   0   1   0   0   0   0   0   0   0   1   0   0  0  1  1   0  0  0   0   0   0   1  10   9    1    0   0   0   0   0  A
  26   RS vQUE  W(105-96)  0  0  1381   2   3   2   3   0   0   3   3   0   0   2   2   0   1  0  2  2   1  2  1   7   4   0   4  64  60    8    4   2   0   0   1  A
  29   RS @BRE  L(87-109)  0  0  2021   6  12   5   9   1   3   4   7   1   1   2   5   3   4  2  2  4   1  0  3  17   4   6  -4  78  82   19    4   0   0   0   3  A
  33   RS @CRO   L(76-99)  0  0  1509   2   6   2   4   0   2   0   0   0   0   2   2   0   2  0  4  4   1  0  0   4   4   0 -14  43  57    9    3   0   0   0   0  A
  34   RS vBRE L(100-102)  0  0  1800   6   7   5   6   1   1   1   2   0   0   2   2   3   4  1  6  7   2  0  1  14   4   0   6  75  69   12    4   0   0   0   1  A
  42   RS vKEN   L(75-98)  0  0  1357   6  11   6  10   0   1   0   0   1   1   1   3   5   7  2  1  3   1  0  0  12   2   2 -23  40  63   15    4   0   0   0   0  A
  46   RS @HAR  W(100-92)  0  0  1800  10  13   7  10   3   3   0   0   0   0   4   6   3   4  1  4  5   2  0  0  23   8   0   9  81  72   17    4   0   0   0   0  A
