Game Type Opp.     Result OT St CTime FGM FGA 2PM 2PA 3PM 3PA FTM FTA PBM PBA InM InA 2JM 2JA OR DF TR Ast FC FD Pts InP 2CP +/- TPF TPA Tchs Pass IFC PFC IFD PFD CS
   6   RS vLAT   W(96-65)  0  0   756   5   9   4   7   1   2   1   2   0   0   4   4   0   3  0  2  2   2  0  1  12   9   0   9  28  19   13    3   0   0   1   0  A
  10   RS @LAT   W(90-86)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  14   RS vRAY   L(78-91)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  16   RS @KEN  L(85-101)  0  0   322   2   2   2   2   0   0   0   0   0   0   2   2   0   0  0  2  2   0  1  0   4   4   0   5  14   9    2    0   1   0   0   0  A
  18   RS @LAT   L(88-91)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  20   RS @RAY L(105-112)  1  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  22   RS vKEN   W(99-92)  0  1  1615   4  13   1   8   3   5   7   8   0   0   0   3   1   5  0  9  9   1  1  3  18   0   3  13  71  58   18    2   1   0   0   3  A
  25   RS @CRO  W(101-92)  0  0     0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  0  0  0   0  0  0   0   0   0   0   0   0    0    0   0   0   0   0  A
  30   RS vBRE   W(91-77)  0  0   600   3   7   1   4   2   3   4   5   0   2   1   4   0   0  2  1  3   0  1  2  12   3   0  -2  23  25   10    1   1   0   1   1  A
  31   RS @QUE   W(96-90)  0  1  2380   6  18   6  13   0   5   8  10   0   1   6  12   0   1  4  7 11   3  2  4  20  16   2   6  96  90   26    4   1   1   2   2  A
  38   RS vQUE  W(105-83)  0  0   600   1   2   1   2   0   0   3   3   0   0   1   2   0   0  0  1  1   1  0  1   5   2   5   4  25  21    5    2   0   0   0   1  A
  44   RS @RAY  L(94-109)  0  0   600   2   4   1   1   1   3   0   3   0   0   1   1   0   0  1  2  3   1  1  1   5   2   0  -4  20  24    8    3   0   1   0   1  A
  46   RS vLAT  L(92-100)  0  0   813   4   7   3   4   1   3   3   4   0   0   1   1   2   3  0  1  1   0  0  2  12   5   0  11  47  36    9    0   0   0   2   0  A
  48   RS @KEN  L(95-114)  0  0   443   0   5   0   1   0   4   0   0   0   0   0   1   0   0  1  0  1   0  0  0   0   0   0  -9  13  22    5    0   0   0   0   0  A
